node_id,zone_id,x_coord,y_coord
242,242,-76.41931009201824,40.26175859106658
243,243,-76.447476475274,40.27481319931595
244,244,-76.46083791102342,40.258881973538834
245,245,-76.48950305368831,40.255588185061505
246,246,-76.4650977573905,40.28612682776513
247,247,-76.47545435178846,40.293819414947805
248,248,-76.45792323948653,40.31028779938025
249,249,-76.44818417749522,40.29681461055852
250,250,-76.47617691570909,40.332563076943764
251,251,-76.23971015232321,40.094832162635626
252,252,-76.21983675609248,40.07443593578492
253,253,-76.24706282019386,40.060255210074594
254,254,-76.23964058223135,40.07915683639569
255,255,-76.27179499654935,40.08107938859626
256,256,-76.26945950141356,40.05942129802418
257,257,-76.2936403556284,40.06827424828017
258,258,-76.26061494811735,40.09567298350818
259,259,-76.28831311093585,40.11451101275266
260,260,-76.31324983490185,40.16089928351556
261,261,-76.34575011131132,40.15214963219013
262,262,-76.34230689733954,40.18636685367554
263,263,-76.37576344571015,40.162649409062745
264,264,-76.35295878158344,40.128379564104186
265,265,-76.32851059122765,40.090137637541154
266,266,-76.37929589283759,40.09623094108192
267,267,-76.38491614736498,40.07502970305196
268,268,-76.40766843786531,40.08092684980438
269,269,-76.4001874057708,40.105210746166016
270,270,-76.40238677578907,40.13202347291579
271,271,-76.41895323964256,40.139884012045556
272,272,-76.41786644099312,40.119227349121324
273,273,-76.45199454072801,40.12701229023423
274,274,-76.4292265748239,40.10853921323803
275,275,-76.4385076044487,40.09656522559476
276,276,-76.4176450690217,40.08416740238536
277,277,-76.43514881724172,40.08349814536298
278,278,-76.46777553554661,40.086651495912534
279,279,-76.46279419355486,40.09489304521228
280,280,-76.46129048475774,40.10348711246434
281,281,-76.46250986691,40.11254390171974
282,282,-76.48317167711144,40.095906127211876
283,283,-76.49522974378954,40.10196765401968
284,284,-76.51704924398574,40.08712156159704
285,285,-76.4988090972445,40.082665643686255
286,286,-76.49114860875312,40.06927969968513
287,287,-76.49423022262577,40.05685505571657
288,288,-76.475811379047,40.048024556021026
289,289,-76.4673541392408,40.053482142969244
290,290,-76.4686423003214,40.06288678452005
291,291,-76.4674559926499,40.070024015793365
292,292,-76.46308613201568,40.078849625100105
293,293,-76.4438955514552,40.06399222221783
294,294,-76.43738336167021,40.0729615210657
295,295,-76.42468620717882,40.063040281905124
296,296,-76.42921859917197,40.04537565243621
297,297,-76.44395812422061,40.043303584714096
298,298,-76.47146317713869,40.037422751495974
299,299,-76.44292261230216,40.025327783432
300,300,-76.4512591611324,40.034667273139455
301,301,-76.45082691400138,40.01656586539713
302,302,-76.43194171304636,40.006038081905984
303,303,-76.40109369778828,40.04231438953672
304,304,-76.4126388851916,40.03208712800446
305,305,-76.41439410263871,40.04732915516263
306,306,-76.41186513164295,40.06249199955018
307,307,-76.39631288874669,40.06193490089449
308,308,-76.36267608728333,40.04226847305067
309,309,-76.3518645411231,40.06611801488853
310,310,-76.31893957059776,40.05844850729124
311,311,-76.32688559211816,40.03750502263936
312,312,-76.34198259454183,39.992885836531336
313,313,-76.37295952024814,40.00355566698859
314,314,-76.38371045656697,40.02015223831163
315,315,-76.40539195932983,39.99454563389215
316,316,-76.41330837933668,39.98340080229693
317,317,-76.38088447038528,39.97874714186203
318,318,-76.3543316123085,39.97528333775264
319,319,-76.34748493229871,39.959624088920506
320,320,-76.3777917342473,39.95098194569677
321,321,-76.3165277451051,39.9774587328411
322,322,-76.28236828618508,40.00706035334603
323,323,-76.3211211599259,40.0093583488813
324,324,-76.28419128281956,40.02678801777423
325,325,-76.30360166243008,40.03864328880086
326,326,-76.29523806313011,40.05344761234513
327,327,-76.26481739876246,40.03532113910947
328,328,-76.25003619937806,40.030966634814234
329,329,-76.24901384845758,40.045467115377924
330,330,-76.22363014711495,40.04911181263818
331,331,-76.24066351576128,40.022301877785004
332,332,-76.25599835565103,40.010115423648756
333,333,-76.20125086860745,40.04837700741143
334,334,-76.51998211402532,39.86661712487536
