ID,YardName,Polygon_WKT,Main_Direction
2454,OXNARD YARD,"POLYGON ((-119.1555991284695 34.19765768797502, -119.173542386827 34.19707675720235, -119.1774404831322 34.2041141083973, -119.1768765775765 34.20440637159601, -119.1555991284695 34.19765768797502))","((-119.1555991284695, 34.19765768797502), (-119.17744048313224, 34.2041141083973))"
2455,OZOL YARD,"POLYGON ((-122.1473215837947 38.02085964114742, -122.1482818578633 38.02024418694025, -122.1594094227153 38.02510735123037, -122.1561632717944 38.02452879062901, -122.1473215837947 38.02085964114742))","((-122.14732158379472, 38.02085964114742), (-122.15940942271529, 38.02510735123037))"
2456,PALESTINE,"POLYGON ((-95.62523496209822 31.74496091247692, -95.64567035975116 31.75239021375848, -95.64336195679425 31.75984484720026, -95.62714500385019 31.76065768579855, -95.62523496209822 31.74496091247692))","((-95.62523496209822, 31.744960912476923), (-95.64336195679425, 31.759844847200263))"
2457,PARACHUTE,"POLYGON ((-108.0394806275207 39.46134647281452, -108.0200165954495 39.47386829651836, -108.0082051748529 39.47485755084685, -108.0084454595067 39.47426611020572, -108.0394806275207 39.46134647281452))","((-108.03948062752072, 39.46134647281452), (-108.0082051748529, 39.47485755084685))"
2458,PARSONS,"POLYGON ((-95.26281460064266 37.33485233269008, -95.27401936810571 37.35240483029857, -95.27505061274933 37.36947149373875, -95.26615254851286 37.34610156355926, -95.26281460064266 37.33485233269008))","((-95.26281460064266, 37.334852332690076), (-95.27505061274933, 37.36947149373875))"
2459,PEACH,"POLYGON ((-97.32031881589775 32.76044424607068, -97.3211583302519 32.76015245782148, -97.32619300700709 32.77078784007174, -97.32254901733907 32.76799227108562, -97.32031881589775 32.76044424607068))","((-97.32031881589775, 32.76044424607068), (-97.32619300700709, 32.77078784007174))"
2460,PENDLETON YARD,"POLYGON ((-118.7943298347272 45.66658574859835, -118.8033265366039 45.66767248301417, -118.8098132350443 45.67042666842578, -118.7800541369191 45.67103354195345, -118.7943298347272 45.66658574859835))","((-118.8098132350443, 45.67042666842578), (-118.78005413691913, 45.67103354195345))"
2461,PHIPPSBURG,"POLYGON ((-106.9370394672983 40.22399385105918, -106.942849083634 40.23194819769416, -106.9431163666866 40.23938705393935, -106.9425410905603 40.23911836549858, -106.9370394672983 40.22399385105918))","((-106.9370394672983, 40.22399385105918), (-106.94311636668657, 40.23938705393935))"
2462,PHOENIX YARD,"POLYGON ((-112.0541113608399 33.44139092946306, -112.0650621601525 33.44442211914426, -112.0389245123277 33.44443646913353, -112.0392868617278 33.44391039493223, -112.0541113608399 33.44139092946306))","((-112.0650621601525, 33.444422119144264), (-112.0389245123277, 33.44443646913353))"
2463,PIERCE,"POLYGON ((-95.29212058884855 29.80821242399035, -95.29311701766538 29.8075040833429, -95.33075774968405 29.82012334919551, -95.32628039358745 29.82021786026764, -95.29212058884855 29.80821242399035))","((-95.29212058884855, 29.808212423990355), (-95.33075774968405, 29.820123349195505))"
2464,PINE BLUFF,"POLYGON ((-91.96960114719316 34.22589113147136, -91.93291689763771 34.25878327982345, -91.91802491021564 34.26472179516497, -91.95777828575143 34.22958970856543, -91.96960114719316 34.22589113147136))","((-91.96960114719316, 34.225891131471364), (-91.91802491021564, 34.264721795164974))"
2465,PINE BLUFF SHOPS,"POLYGON ((-91.99719996646827 34.22543918717332, -91.98555213693271 34.22928168261395, -91.97621842331091 34.22659284182406, -91.97720077529095 34.22607384493176, -91.99719996646827 34.22543918717332))","((-91.99719996646827, 34.22543918717332), (-91.97621842331091, 34.226592841824065))"
2466,PITTSBURG YARD,"POLYGON ((-121.8872492840278 38.02442069841351, -121.887413374095 38.02353990748892, -121.9050493438954 38.02599606828375, -121.9001575566005 38.02663633516494, -121.8872492840278 38.02442069841351))","((-121.88724928402785, 38.02442069841351), (-121.90504934389541, 38.02599606828375))"
2467,POCATELLO,"POLYGON ((-112.4079673878834 42.82671156075177, -112.4148754650112 42.83060825715598, -112.4831218150166 42.89191468291624, -112.4509852294998 42.87671065875968, -112.4079673878834 42.82671156075177))","((-112.40796738788342, 42.82671156075177), (-112.48312181501664, 42.891914682916244))"
2468,POLK YARD,"POLYGON ((-121.407648402201 38.52528950813902, -121.4087173207319 38.52677709331354, -121.4087895906329 38.52949332784785, -121.406957173359 38.52604519748671, -121.407648402201 38.52528950813902))","((-121.40764840220103, 38.525289508139025), (-121.40878959063295, 38.52949332784785))"
2469,POPLAR BLUFF,"POLYGON ((-90.44183789980116 36.70348788403706, -90.39857391181827 36.75071700851262, -90.39443808959028 36.75325959073361, -90.39727607990196 36.74886702152146, -90.44183789980116 36.70348788403706))","((-90.44183789980116, 36.70348788403706), (-90.39443808959028, 36.753259590733606))"
2470,PORT ARTHUR,"POLYGON ((-93.95455875886594 29.84468714920326, -93.95538951939625 29.84498698675462, -93.9540327124873 29.84796691713753, -93.95365846294337 29.84745944469663, -93.95455875886594 29.84468714920326))","((-93.95455875886594, 29.844687149203256), (-93.9540327124873, 29.84796691713753))"
2471,PORT CROSSING,"POLYGON ((-95.03508008002626 29.62046801912672, -95.03892276022719 29.6376544776807, -95.03874911063241 29.64529453397415, -95.0368426907927 29.64280011428709, -95.03508008002626 29.62046801912672))","((-95.03508008002626, 29.620468019126722), (-95.03874911063241, 29.64529453397415))"
2472,PORT LAREDO,"POLYGON ((-99.47243141491175 27.66144362688805, -99.46926201442167 27.66931099268694, -99.41795886830459 27.66688248744555, -99.44117593903091 27.66369129115308, -99.47243141491175 27.66144362688805))","((-99.47243141491175, 27.661443626888055), (-99.4179588683046, 27.666882487445548))"
2473,PRESLEY,"POLYGON ((-90.20450990220139 35.18567648926741, -90.20992231299617 35.18621815074216, -90.21739169480541 35.19014435021329, -90.21680933949624 35.19040733441162, -90.20450990220139 35.18567648926741))","((-90.2045099022014, 35.185676489267415), (-90.21739169480541, 35.19014435021329))"
2474,PRICE RIVER TERMINAL,"POLYGON ((-110.6861777302432 39.51727585761465, -110.6971374021947 39.52079426676612, -110.71850719003 39.53695544406462, -110.7080651309084 39.5339143734082, -110.6861777302432 39.51727585761465))","((-110.68617773024322, 39.51727585761465), (-110.71850719003, 39.536955444064624))"
2475,PROVISO,"POLYGON ((-87.87376277851089 41.89076170745091, -87.90516288384144 41.89321759481798, -87.92101931334678 41.89754430971044, -87.91518001837389 41.90854005399504, -87.87376277851089 41.89076170745091))","((-87.8737627785109, 41.890761707450906), (-87.92101931334678, 41.89754430971044))"
2476,PROVISO,"POLYGON ((-87.92011745532794 41.89740634423593, -87.92062342090267 41.8969305902615, -87.92553369793944 41.89801319813558, -87.9221971877006 41.89814096377289, -87.92011745532794 41.89740634423593))","((-87.92011745532794, 41.89740634423593), (-87.92553369793944, 41.89801319813558))"
2477,PROVISO #9,"POLYGON ((-87.91468785466458 41.90922882511507, -87.91625456619711 41.92570716485404, -87.91412726055195 41.93110332982797, -87.91303017095868 41.91639718614099, -87.91468785466458 41.90922882511507))","((-87.91468785466458, 41.90922882511507), (-87.91412726055195, 41.93110332982797))"
2478,PROVO,"POLYGON ((-111.6240440334367 40.19415555747496, -111.640375989953 40.20060393753376, -111.6571035297507 40.22558295720607, -111.6458528158877 40.22073202961256, -111.6240440334367 40.19415555747496))","((-111.62404403343669, 40.19415555747496), (-111.6571035297507, 40.22558295720607))"
2479,PRYOR,"POLYGON ((-95.34128173707968 36.22245540720306, -95.34216236975099 36.22263261077156, -95.33673545846935 36.24835112802396, -95.33734616232491 36.2415659263962, -95.34128173707968 36.22245540720306))","((-95.34128173707968, 36.22245540720306), (-95.33673545846935, 36.248351128023955))"
2480,PULLMAN,"POLYGON ((-104.9734534390547 39.77078440007798, -104.9626659149654 39.78006301493424, -104.9536928793624 39.7756645520606, -104.9596526697658 39.77263392515712, -104.9734534390547 39.77078440007798))","((-104.97345343905471, 39.77078440007798), (-104.95369287936239, 39.7756645520606))"
2481,RAWLINS,"POLYGON ((-107.2758814767207 41.77291123323062, -107.2298070587388 41.78903533735517, -107.19184887729 41.78437446230465, -107.1922360204437 41.78387192975292, -107.2758814767207 41.77291123323062))","((-107.27588147672067, 41.77291123323062), (-107.19184887728997, 41.78437446230465))"
2482,RAY,"POLYGON ((-96.59591230390843 33.76919218246771, -96.61460403591941 33.77438899985562, -96.55931863280969 33.77700156121752, -96.5653647347508 33.77126542376172, -96.59591230390843 33.76919218246771))","((-96.61460403591941, 33.77438899985562), (-96.55931863280969, 33.777001561217524))"
2483,REDWOOD CITY YARD,"POLYGON ((-122.2173490812199 37.47752332646277, -122.2176558090765 37.47672028094835, -122.2185918324843 37.47760259165592, -122.2181122239565 37.47801907352065, -122.2173490812199 37.47752332646277))","((-122.21765580907653, 37.47672028094835), (-122.21811222395647, 37.47801907352065))"
2484,REFUGIO SIT,"POLYGON ((-97.26773367502447 28.31646605884366, -97.27028724487805 28.31734646181661, -97.25086401093114 28.33084603606117, -97.26506202983607 28.3169991148997, -97.26773367502447 28.31646605884366))","((-97.27028724487805, 28.317346461816612), (-97.25086401093114, 28.330846036061168))"
2485,RIFTON,"POLYGON ((-118.3573263333146 46.59447384230712, -118.3323929889966 46.60200145900197, -118.3182567988256 46.60245156624413, -118.3186147189396 46.60193604188622, -118.3573263333146 46.59447384230712))","((-118.3573263333146, 46.59447384230712), (-118.31825679882556, 46.602451566244135))"
2486,RIOCO YARD,"POLYGON ((-118.163908616537 33.87549985211265, -118.1648052070407 33.87553598409187, -118.164405706641 33.88900846940883, -118.1633729145856 33.88688984186061, -118.163908616537 33.87549985211265))","((-118.16390861653696, 33.87549985211265), (-118.16440570664103, 33.88900846940883))"
2487,ROCK SPRINGS,"POLYGON ((-109.2386155194499 41.57198373133271, -109.2389742766743 41.57277283318865, -109.2223759590867 41.58592065025472, -109.2240193386502 41.57816721786693, -109.2386155194499 41.57198373133271))","((-109.23861551944994, 41.571983731332715), (-109.22237595908666, 41.58592065025472))"
2488,ROGERS YARD,"POLYGON ((-120.9839784832292 37.58784435990153, -120.9850229396514 37.58891373393866, -120.9842449013735 37.5944820316913, -120.9837723833609 37.59407146158016, -120.9839784832292 37.58784435990153))","((-120.98397848322915, 37.58784435990153), (-120.9842449013735, 37.5944820316913))"
2489,ROPER YARD,"POLYGON ((-111.9032638249971 40.69854404406518, -111.9124659854278 40.70993361979511, -111.908470942526 40.73894642534278, -111.9079694412041 40.73855316714908, -111.9032638249971 40.69854404406518))","((-111.90326382499711, 40.69854404406518), (-111.90847094252597, 40.73894642534278))"
2490,ROWLAND YARD,"POLYGON ((-117.9162665460569 33.99731656843566, -117.9195957073758 33.99703075111774, -117.9306139831262 34.00202194760755, -117.930035165452 34.00230164980726, -117.9162665460569 33.99731656843566))","((-117.91626654605695, 33.99731656843566), (-117.93061398312616, 34.00202194760755))"
2491,S KAISER YARD,"POLYGON ((-117.5217298781733 34.06425146815634, -117.5229594288155 34.0649211155605, -117.5037985157498 34.06513797472722, -117.5042323741614 34.0646764921746, -117.5217298781733 34.06425146815634))","((-117.52295942881548, 34.0649211155605), (-117.50379851574985, 34.06513797472722))"
2492,S. KAISER YARD,"POLYGON ((-117.5225509965644 34.06426501294801, -117.5136479158451 34.0798619601612, -117.4831598051421 34.06558799431672, -117.4835986831005 34.06511931869291, -117.5225509965644 34.06426501294801))","((-117.52255099656445, 34.06426501294801), (-117.4831598051421, 34.06558799431672))"
2493,SAINT JAMES,"POLYGON ((-94.640443682387 43.97977158849735, -94.64056448592942 43.98065461599177, -94.62398994701174 43.98462181959155, -94.63302023744953 43.98058753105182, -94.640443682387 43.97977158849735))","((-94.640443682387, 43.97977158849735), (-94.62398994701174, 43.984621819591545))"
2494,SALEM,"POLYGON ((-88.9307565436512 38.63604549533783, -88.92192306310837 38.64805345199262, -88.9111802158024 38.65671471414334, -88.91116410881951 38.65607305643901, -88.9307565436512 38.63604549533783))","((-88.9307565436512, 38.63604549533783), (-88.9111802158024, 38.65671471414334))"
2495,SALEM YARD,"POLYGON ((-123.0223105440565 44.91158819729391, -123.0279984529787 44.91834349522811, -123.0279185890369 44.93078289172465, -123.0273703192675 44.93046484537591, -123.0223105440565 44.91158819729391))","((-123.02231054405652, 44.91158819729391), (-123.02791858903686, 44.930782891724654))"
2496,SALINA,"POLYGON ((-97.60652385930997 38.84789891967861, -97.60479857949183 38.85193518715961, -97.582046569458 38.85848849587686, -97.58293154427135 38.85759348277247, -97.60652385930997 38.84789891967861))","((-97.60652385930997, 38.847898919678606), (-97.582046569458, 38.858488495876855))"
2497,SALINAS YARD,"POLYGON ((-121.654566122375 36.67919980684282, -121.6549885269691 36.6784197143056, -121.6650754962257 36.68240490401111, -121.6593796260068 36.68181239723778, -121.654566122375 36.67919980684282))","((-121.65456612237504, 36.67919980684282), (-121.66507549622567, 36.68240490401111))"
2498,SALT LAKE CITY INTERMODAL,"POLYGON ((-112.0205567000153 40.75056557336323, -112.0275261426128 40.75166748396814, -111.9967076497272 40.75196653527151, -112.0030368289786 40.75077214660386, -112.0205567000153 40.75056557336323))","((-112.0275261426128, 40.75166748396814), (-111.99670764972716, 40.751966535271514))"
2499,SAN ANTONIO INTERMODAL TERM,"POLYGON ((-98.63854130407938 29.29389698145301, -98.67530986251819 29.32759049860237, -98.67532725035909 29.32823084604096, -98.63828494176735 29.32447666556155, -98.63854130407938 29.29389698145301))","((-98.63854130407938, 29.293896981453006), (-98.67532725035909, 29.32823084604096))"
2500,SAN ANTONIO TOFC,"POLYGON ((-98.40590125258964 29.47168963337267, -98.40678240854848 29.47279954790307, -98.40540676570281 29.47668623194329, -98.40498313549895 29.47620472215133, -98.40590125258964 29.47168963337267))","((-98.40590125258964, 29.471689633372666), (-98.4054067657028, 29.476686231943294))"
2501,SAN FERNANDO,"POLYGON ((-98.50722445214161 29.41595118516044, -98.50822395906648 29.41660730757902, -98.5059779758686 29.42932316849696, -98.50582769341298 29.4246008753235, -98.50722445214161 29.41595118516044))","((-98.50722445214161, 29.41595118516044), (-98.5059779758686, 29.429323168496964))"
2502,SAND CREEK,"POLYGON ((-104.939142212906 39.8067531382592, -104.9376193835128 39.8114517058779, -104.9318103055342 39.81745990527677, -104.9328882784044 39.81213581575606, -104.939142212906 39.8067531382592))","((-104.93914221290596, 39.8067531382592), (-104.93181030553423, 39.81745990527677))"
2503,SANTA ROSA,"POLYGON ((-104.6896344647152 34.94131739173733, -104.6843746758378 34.94602862354073, -104.6759380644554 34.94796626872621, -104.6761638209922 34.94737300639503, -104.6896344647152 34.94131739173733))","((-104.68963446471518, 34.94131739173733), (-104.67593806445535, 34.94796626872621))"
2504,SANTA TERESA INTERMODAL,"POLYGON ((-106.7087332819712 31.87258504867083, -106.7475584705322 31.89800213934875, -106.7636142573941 31.92165872304928, -106.7629870739802 31.92168257331724, -106.7087332819712 31.87258504867083))","((-106.70873328197122, 31.87258504867083), (-106.7636142573941, 31.921658723049276))"
2505,SARGENT,"POLYGON ((-90.0155323654085 35.11861789293503, -90.02257936120904 35.12265565460736, -90.0227205557468 35.1232751013105, -90.01075139789953 35.12367292553942, -90.0155323654085 35.11861789293503))","((-90.0227205557468, 35.123275101310504), (-90.01075139789953, 35.12367292553942))"
2506,SCOTT CITY,"POLYGON ((-89.6330216702507 37.20431684643503, -89.63707381541325 37.20482279939819, -89.48698228738708 37.22180546553357, -89.61444291015056 37.20441511254462, -89.6330216702507 37.20431684643503))","((-89.63707381541325, 37.204822799398194), (-89.48698228738708, 37.22180546553357))"
2507,SEARLES YARD,"POLYGON ((-117.6299349587641 35.47675026395301, -117.6308066138421 35.47635310403771, -117.6373608397091 35.48559599466003, -117.6367343088045 35.48551971755069, -117.6299349587641 35.47675026395301))","((-117.62993495876414, 35.47675026395301), (-117.63736083970907, 35.48559599466003))"
2508,SETTEGAST,"POLYGON ((-95.28824603314726 29.80402968610471, -95.29407917901308 29.84726121206469, -95.28634704877281 29.85474794343592, -95.28698597070724 29.80874534996455, -95.28824603314726 29.80402968610471))","((-95.28824603314726, 29.804029686104705), (-95.28634704877281, 29.854747943435918))"
2509,SHARON SPRINGS,"POLYGON ((-101.7488243113511 38.89376010734282, -101.7513341726449 38.89435820278786, -101.7153628208016 38.89447958137308, -101.7168891409334 38.89397340531752, -101.7488243113511 38.89376010734282))","((-101.75133417264495, 38.894358202787856), (-101.71536282080156, 38.894479581373076))"
2510,SHEBOYGAN YARD,"POLYGON ((-87.74132343477388 43.72157072160769, -87.74046304221444 43.72372631508526, -87.73430552489839 43.72769640010468, -87.73493345275486 43.72653872097391, -87.74132343477388 43.72157072160769))","((-87.74132343477388, 43.72157072160769), (-87.73430552489839, 43.72769640010468))"
2511,SHINTECH BRAZORIA,"POLYGON ((-95.35141072694806 28.99283045104299, -95.35652597175591 28.99301614530325, -95.36601884105204 29.00021138457097, -95.35414167839475 29.00617125622691, -95.35141072694806 28.99283045104299))","((-95.35141072694806, 28.992830451042995), (-95.36601884105204, 29.000211384570967))"
2512,SHOPS YARD (LATC),"POLYGON ((-118.2233823133762 34.05602963230073, -118.2255132616904 34.06263006519217, -118.2023169697102 34.06549996975343, -118.2212643338285 34.05634540739601, -118.2233823133762 34.05602963230073))","((-118.22551326169042, 34.06263006519217), (-118.20231696971022, 34.065499969753425))"
2513,SHORTLINE,"POLYGON ((-93.54464752957749 41.58623975205811, -93.5749746791377 41.5873628047628, -93.58247758572229 41.59250981769897, -93.56263705262785 41.59021142968333, -93.54464752957749 41.58623975205811))","((-93.54464752957749, 41.58623975205811), (-93.58247758572229, 41.592509817698975))"
2514,SHREVEPORT LEVY STREET,"POLYGON ((-93.76548043519308 32.48291008368702, -93.76620279499163 32.48344029951036, -93.75868845842231 32.49439202024998, -93.76001314464807 32.49101419513018, -93.76548043519308 32.48291008368702))","((-93.76548043519308, 32.48291008368702), (-93.75868845842231, 32.49439202024998))"
2515,SHREVEPORT RIVERFRONT,"POLYGON ((-93.73005207683515 32.50423522703363, -93.73973236202784 32.50944383441816, -93.74298942074161 32.51290097159107, -93.72586660292527 32.50690325445949, -93.73005207683515 32.50423522703363))","((-93.74298942074161, 32.512900971591066), (-93.72586660292527, 32.506903254459495))"
2516,SI,"POLYGON ((-117.3773846826292 47.66169925292833, -117.3798123669295 47.66329479640886, -117.3547237011861 47.6718713409571, -117.3725339004184 47.66294883018192, -117.3773846826292 47.66169925292833))","((-117.37981236692954, 47.66329479640886), (-117.35472370118612, 47.671871340957104))"
2517,SI YARD,"POLYGON ((-117.3690109829988 47.66494263562893, -117.3619623370899 47.67040679506799, -117.35472008826 47.6718633687321, -117.3549466436018 47.67127237564634, -117.3690109829988 47.66494263562893))","((-117.3690109829988, 47.66494263562893), (-117.35472008825997, 47.6718633687321))"
2518,SIDNEY,"POLYGON ((-103.0010630911731 41.14495181457885, -103.0030822249863 41.14562923222923, -102.9693405246871 41.14643056665411, -102.9725735792864 41.14580761824404, -103.0010630911731 41.14495181457885))","((-103.00308222498627, 41.14562923222923), (-102.96934052468714, 41.14643056665411))"
2519,SIOUX CITY STOCKYARDS,"POLYGON ((-96.37058448370888 42.43760196138057, -96.37145217690653 42.43740548803974, -96.39130854867463 42.49177267743179, -96.3816821759271 42.47324021158044, -96.37058448370888 42.43760196138057))","((-96.37058448370888, 42.437601961380565), (-96.39130854867463, 42.49177267743179))"
2520,SLOAN,"POLYGON ((-98.48900922643384 29.40359134582079, -98.49184002060396 29.40349390772447, -98.49563544216585 29.40748410150556, -98.49504462235073 29.40763890943517, -98.48900922643384 29.40359134582079))","((-98.48900922643384, 29.403591345820793), (-98.49563544216585, 29.407484101505556))"
2521,SMITHVILLE,"POLYGON ((-97.14807760096468 30.0012804383567, -97.15245802473011 30.00134797583464, -97.16276231397737 30.00719815341741, -97.16217414663888 30.00743329832892, -97.14807760096468 30.0012804383567))","((-97.14807760096468, 30.0012804383567), (-97.16276231397737, 30.007198153417413))"
2522,SODA SPRINGS,"POLYGON ((-111.5832287617555 42.65587554762297, -111.5833674441446 42.65498858121892, -111.5989865611412 42.65739403523619, -111.5928724100188 42.65730961200779, -111.5832287617555 42.65587554762297))","((-111.58322876175549, 42.65587554762297), (-111.59898656114125, 42.65739403523619))"
2523,SOMERSET  YARD,"POLYGON ((-107.4687626730589 38.92573276939217, -107.4740409515429 38.92869177908263, -107.448241541236 38.92953953705622, -107.4486086870788 38.92901139174899, -107.4687626730589 38.92573276939217))","((-107.47404095154289, 38.92869177908263), (-107.448241541236, 38.92953953705622))"
2524,SOMERSET YARD,"POLYGON ((-107.468694354241 38.92569245793891, -107.474054318908 38.92866770093703, -107.4482376979246 38.9295163853191, -107.4486077112132 38.92901155557146, -107.468694354241 38.92569245793891))","((-107.47405431890805, 38.928667700937034), (-107.4482376979246, 38.9295163853191))"
2525,SOUTH ATCHISON,"POLYGON ((-95.11498001190478 39.55314038411451, -95.11605711734838 39.55438211566871, -95.11542096496359 39.55832400403939, -95.1149197314261 39.55792432818188, -95.11498001190478 39.55314038411451))","((-95.11498001190478, 39.55314038411451), (-95.11542096496359, 39.55832400403939))"
2526,SOUTH HOSKINS,"POLYGON ((-95.35094200007975 28.9596754674511, -95.35165528417109 28.95971877556769, -95.37934522781852 29.00192166018216, -95.34831712688302 28.96622362621514, -95.35094200007975 28.9596754674511))","((-95.35094200007975, 28.959675467451095), (-95.37934522781852, 29.001921660182155))"
2527,SOUTH MORRILL,"POLYGON ((-103.8321552819649 41.92060250648943, -103.8324089175449 41.91975033181167, -103.9040334596174 41.93073280523221, -103.8610259615819 41.93227369517432, -103.8321552819649 41.92060250648943))","((-103.83215528196494, 41.92060250648943), (-103.9040334596174, 41.93073280523221))"
2528,SOUTH PARK,"POLYGON ((-93.02995714550744 44.89560888199055, -93.03929474210192 44.89950204121007, -93.0594278210847 44.91988418524749, -93.05879030829983 44.91994324825386, -93.02995714550744 44.89560888199055))","((-93.02995714550744, 44.895608881990555), (-93.0594278210847, 44.91988418524749))"
2529,SOUTH SACRAMENTO YARD,"POLYGON ((-121.4832722344714 38.53771630349255, -121.484146420288 38.53752563687826, -121.4879238550226 38.55144989764623, -121.4850591224389 38.5453765511143, -121.4832722344714 38.53771630349255))","((-121.48327223447136, 38.53771630349255), (-121.4879238550226, 38.55144989764623))"
2530,SOUTH SAN ANTONIO,"POLYGON ((-98.57996132279031 29.34998495456082, -98.55489350973288 29.38115762846292, -98.55144875615292 29.38329450242404, -98.55581824947639 29.3757383194568, -98.57996132279031 29.34998495456082))","((-98.57996132279031, 29.34998495456082), (-98.55144875615292, 29.383294502424036))"
2531,SOUTH/INTERNATIONAL,"POLYGON ((-106.4847372779089 31.74731220427423, -106.4895855752776 31.74927178360274, -106.4701014217908 31.75574505956727, -106.4727317889744 31.75074504220035, -106.4847372779089 31.74731220427423))","((-106.48958557527757, 31.749271783602744), (-106.47010142179077, 31.755745059567275))"
2532,SOUTHON RAIL TERMINAL,"POLYGON ((-98.42574347748337 29.29696176781379, -98.42626094446382 29.29733131042271, -98.42639012402481 29.30078332779561, -98.42392597141956 29.29899596029443, -98.42574347748337 29.29696176781379))","((-98.42574347748337, 29.296961767813794), (-98.4263901240248, 29.300783327795607))"
2533,SOUTHTON RAIL TERMINAL,"POLYGON ((-98.43424805848389 29.29203136211863, -98.43490057676085 29.29715790023955, -98.42543214977215 29.29763492616851, -98.43136086692469 29.29292815286465, -98.43424805848389 29.29203136211863))","((-98.43424805848389, 29.292031362118628), (-98.42543214977215, 29.29763492616851))"
2534,SPARKS,"POLYGON ((-119.7337137532629 39.53002765913247, -119.7627118915836 39.53085971174967, -119.7696912742545 39.5333141433723, -119.7543466100373 39.53310072568802, -119.7337137532629 39.53002765913247))","((-119.73371375326286, 39.53002765913247), (-119.76969127425447, 39.5333141433723))"
2535,SPARKS YARD,"POLYGON ((-119.7320211555309 39.52985284311864, -119.7320873935251 39.52895737014404, -119.7947768632217 39.53219418053993, -119.7781184020722 39.53447472844301, -119.7320211555309 39.52985284311864))","((-119.7320211555309, 39.52985284311864), (-119.79477686322167, 39.53219418053993))"
2536,SPOKANE,"POLYGON ((-117.3414791043074 47.65738229044728, -117.3485903451998 47.65787823489024, -117.3242111736975 47.65960448737025, -117.3364306861063 47.65744608256025, -117.3414791043074 47.65738229044728))","((-117.3485903451998, 47.65787823489024), (-117.3242111736975, 47.659604487370245))"
2537,SPOKANE IND PARK,"POLYGON ((-117.17541693683 47.68437052676732, -117.1765992894818 47.68564796989283, -117.176389745333 47.69072999161965, -117.1758087045852 47.68993500320383, -117.17541693683 47.68437052676732))","((-117.17541693683003, 47.684370526767324), (-117.17638974533295, 47.690729991619655))"
2538,SPOKANE YARD,"POLYGON ((-117.3481105393342 47.65739037520493, -117.3432904307319 47.65997861324777, -117.3242078834361 47.65957631518221, -117.3246230055572 47.65909034027222, -117.3481105393342 47.65739037520493))","((-117.34811053933416, 47.657390375204926), (-117.32420788343613, 47.659576315182214))"
2539,SPRINGFIELD YARD,"POLYGON ((-122.9906803576252 44.04160405668341, -122.9979379522862 44.04125971878123, -123.0196386689947 44.04474246793271, -123.0187102007137 44.04517421683614, -122.9906803576252 44.04160405668341))","((-122.99068035762518, 44.04160405668341), (-123.01963866899467, 44.044742467932714))"
2540,SPRINGVILLE SHOPS,"POLYGON ((-111.637581360981 40.16110785226158, -111.6391156964683 40.17003930303861, -111.6390476782125 40.19785788217365, -111.6371801320979 40.18699335362813, -111.637581360981 40.16110785226158))","((-111.63758136098105, 40.16110785226158), (-111.63904767821252, 40.19785788217365))"
2541,ST. JOHNS AUTO YARD,"POLYGON ((-122.7631479812275 45.59039118222292, -122.7639939814307 45.58991962418406, -122.767461192599 45.59373179237081, -122.7663482907213 45.5940147533487, -122.7631479812275 45.59039118222292))","((-122.76314798122748, 45.59039118222292), (-122.76746119259897, 45.59373179237081))"
2542,STATE LINE,"POLYGON ((-94.60991852329697 39.09907416996155, -94.61018433496852 39.09992910700414, -94.60678179232032 39.10049752007765, -94.60698047570673 39.09989881393135, -94.60991852329697 39.09907416996155))","((-94.61018433496852, 39.099929107004144), (-94.60678179232032, 39.100497520077646))"
2543,STATE LINE,"POLYGON ((-94.60701160293375 39.09957272758871, -94.60737326421361 39.10081132563236, -94.60116625532704 39.10257875140039, -94.60135713151101 39.10199858574556, -94.60701160293375 39.09957272758871))","((-94.60701160293375, 39.099572727588715), (-94.60116625532704, 39.10257875140039))"
2544,STEAMBOAT SPRINGS,"POLYGON ((-106.843942077237 40.488753755864, -106.8572081081308 40.49522245339352, -106.8574015419485 40.49583392883818, -106.8430664160393 40.48979747082147, -106.843942077237 40.488753755864))","((-106.85740154194852, 40.49583392883818), (-106.84306641603929, 40.48979747082147))"
2545,STEGALL,"POLYGON ((-93.46946785111847 30.23659504036079, -93.45063935837236 30.2389258158196, -93.43974651187112 30.23858574896997, -93.44067898568792 30.23673325041956, -93.46946785111847 30.23659504036079))","((-93.46946785111847, 30.236595040360793), (-93.43974651187112, 30.238585748969967))"
2546,STOCKTON YARD,"POLYGON ((-121.2723356985456 37.90515678015473, -121.2746526019289 37.90904558081934, -121.2749940521546 37.94363785091586, -121.2703778145212 37.92518013642277, -121.2723356985456 37.90515678015473))","((-121.27233569854563, 37.90515678015473), (-121.2749940521546, 37.943637850915856))"
2547,STRANG,"POLYGON ((-95.03879421963097 29.66767321372632, -95.03965976766385 29.66773455815586, -95.04335102319938 29.68918356585685, -95.03634434294916 29.68687534184356, -95.03879421963097 29.66767321372632))","((-95.03879421963097, 29.667673213726324), (-95.04335102319938, 29.68918356585685))"
2548,STUTTGART,"POLYGON ((-91.53898890271124 34.5125887207636, -91.53951193597499 34.5133179704937, -91.5228621206448 34.52578844520647, -91.53016028067154 34.51905770216574, -91.53898890271124 34.5125887207636))","((-91.53898890271124, 34.5125887207636), (-91.5228621206448, 34.52578844520647))"
